case_id,dimension,term_id,term,source_cell,raw_value,rule
C16,practices,practices:inclusive ideation,inclusive ideation,I60,"Sensitizing exercises, inclusive ideation",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C16,practices,practices:iterative script development,Iterative script development,I61,"Iterative script development, skills scaffolding",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C16,practices,practices:skills scaffolding,skills scaffolding,I61,"Iterative script development, skills scaffolding",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C16,practices,practices:participatory co-creation,Participatory co-creation,I62,"Participatory co-creation, user-centered writing",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C16,practices,practices:user-centered writing,user-centered writing,I62,"Participatory co-creation, user-centered writing",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C16,practices,practices:reflective practice,Reflective practice,I63,"Reflective practice, empowerment-focused learning",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C16,practices,practices:empowerment-focused learning,empowerment-focused learning,I63,"Reflective practice, empowerment-focused learning",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C16,methods,methods:brainstorming sessions,Brainstorming sessions,H60,"Brainstorming sessions, narrative mapping	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C16,methods,methods:narrative mapping,narrative mapping,H60,"Brainstorming sessions, narrative mapping	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C16,methods,methods:creative writing workshops,Creative writing workshops,H61,"Creative writing workshops, peer discussions	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C16,methods,methods:peer discussions,peer discussions,H61,"Creative writing workshops, peer discussions	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C16,methods,methods:drafting sessions,Drafting sessions,H62,"Drafting sessions, guided feedback	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C16,methods,methods:guided feedback,guided feedback,H62,"Drafting sessions, guided feedback	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C16,methods,methods:group discussions,Group discussions,H63,"Group discussions, personal storytelling exercises	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C16,methods,methods:personal storytelling exercises,personal storytelling exercises,H63,"Group discussions, personal storytelling exercises	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C16,data_source,data_source:original scripts,original scripts,N60,original scripts,trim whitespace; case-insensitive key
C16,data_source,data_source:participant reflections,participant reflections,N61,participant reflections,trim whitespace; case-insensitive key
C16,data_source,data_source:facilitator observations,facilitator observations,N62,facilitator observations,trim whitespace; case-insensitive key
C16,stage,stage:storytelling exploration,Storytelling Exploration,F60,Storytelling Exploration	,trim whitespace; case-insensitive key
C16,stage,stage:skill development in writing,Skill Development in Writing,F61,Skill Development in Writing	,trim whitespace; case-insensitive key
C16,stage,stage:script crafting,Script Crafting,F62,Script Crafting	,trim whitespace; case-insensitive key
C16,stage,stage:reflection,Reflection,F63,Reflection,trim whitespace; case-insensitive key
C16,institution,institution:milk crate theatre (in collaboration with twenty10),Milk Crate Theatre (in collaboration with Twenty10),D60,Milk Crate Theatre (in collaboration with Twenty10),trim whitespace; case-insensitive key
C16,data_type,data_type:qualitative,Qualitative,M60,Qualitative ,trim whitespace; case-insensitive key
C16,type,type:workshop series,Workshop Series,B60,Workshop Series,trim whitespace; case-insensitive key
C17,practices,practices:embodied ideation,Embodied ideation,I64,"Embodied ideation, physical literacy development/ Body storming",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C17,practices,practices:physical literacy development/ body storming,physical literacy development/ Body storming,I64,"Embodied ideation, physical literacy development/ Body storming",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C17,practices,practices:collaborative co-creation,Collaborative co-creation,I65,"Collaborative co-creation, play-based learning",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C17,practices,practices:play-based learning,play-based learning,I65,"Collaborative co-creation, play-based learning",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C17,practices,practices:rapid prototyping,Rapid prototyping,I66,"Rapid prototyping, collective expression",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C17,practices,practices:collective expression,collective expression,I66,"Rapid prototyping, collective expression",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C17,practices,practices:reflective practice,Reflective practice,I67,"Reflective practice, confidence tracking",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C17,practices,practices:confidence tracking,confidence tracking,I67,"Reflective practice, confidence tracking",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C17,methods,methods:physical games,Physical games,H64,"Physical games, movement improvisation	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C17,methods,methods:movement improvisation,movement improvisation,H64,"Physical games, movement improvisation	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C17,methods,methods:theatre improvisation games,Theatre improvisation games,H65,Theatre improvisation games	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C17,methods,methods:team-based acting games,Team-based acting games,H66,Team-based acting games	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C17,methods,methods:observational feedback,Observational feedback,H67,"Observational feedback, informal group discussions	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C17,methods,methods:informal group discussions,informal group discussions,H67,"Observational feedback, informal group discussions	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C17,data_source,data_source:observational reports,observational reports,N64,observational reports,trim whitespace; case-insensitive key
C17,data_source,data_source:participant feedback,participant feedback,N65,participant feedback,trim whitespace; case-insensitive key
C17,stage,stage:movement exploration,Movement Exploration,F64,Movement Exploration	,trim whitespace; case-insensitive key
C17,stage,stage:improvisation exercises,Improvisation Exercises,F65,Improvisation Exercises	,trim whitespace; case-insensitive key
C17,stage,stage:performance games,Performance Games,F66,Performance Games	,trim whitespace; case-insensitive key
C17,stage,stage:reflection,Reflection,F67,Reflection	,trim whitespace; case-insensitive key
C17,institution,institution:milk crate theatre (in collaboration with hopestreet youth services and weave youth & community services),Milk Crate Theatre (in collaboration with HopeStreet Youth Services and Weave Youth & Community Services),D64,Milk Crate Theatre (in collaboration with HopeStreet Youth Services and Weave Youth & Community Services),trim whitespace; case-insensitive key
C17,data_type,data_type:qualitative,Qualitative,M64,Qualitative,trim whitespace; case-insensitive key
C17,type,type:theatre workshops,Theatre Workshops,B64,Theatre Workshops,trim whitespace; case-insensitive key
C18,practices,practices:collaborative planning templates,Collaborative planning templates,I68,"Collaborative planning templates, project scoping tools	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C18,practices,practices:project scoping tools,project scoping tools,I68,"Collaborative planning templates, project scoping tools	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C18,practices,practices:co-creation platforms,Co-creation platforms,I69,"Co-creation platforms, participatory art practices	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C18,practices,practices:participatory art practices,participatory art practices,I69,"Co-creation platforms, participatory art practices	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C18,practices,practices:exhibit design tools,Exhibit design tools,I70,"Exhibit design tools, presentation planning aids	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C18,practices,practices:presentation planning aids,presentation planning aids,I70,"Exhibit design tools, presentation planning aids	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C18,practices,practices:reflective mapping tools,Reflective mapping tools,I71,"Reflective mapping tools, peer feedback templates	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C18,practices,practices:peer feedback templates,peer feedback templates,I71,"Reflective mapping tools, peer feedback templates	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C18,methods,methods:course briefings,Course briefings,H68,"Course briefings, interdisciplinary team formation	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C18,methods,methods:interdisciplinary team formation,interdisciplinary team formation,H68,"Course briefings, interdisciplinary team formation	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C18,methods,"methods:group projects (zines, artworks, blogs, proposals)","Group projects (zines, artworks, blogs, proposals)",H69,"Group projects (zines, artworks, blogs, proposals); online forums	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C18,methods,methods:online forums,online forums,H69,"Group projects (zines, artworks, blogs, proposals); online forums	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C18,methods,methods:public exhibitions,Public exhibitions,H70,"Public exhibitions, blog presentations, participatory sessions	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C18,methods,methods:blog presentations,blog presentations,H70,"Public exhibitions, blog presentations, participatory sessions	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C18,methods,methods:participatory sessions,participatory sessions,H70,"Public exhibitions, blog presentations, participatory sessions	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C18,methods,methods:reflective journals,Reflective journals,H71,"Reflective journals, peer assessments, pre- and post-surveys	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C18,methods,methods:peer assessments,peer assessments,H71,"Reflective journals, peer assessments, pre- and post-surveys	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C18,methods,methods:pre- and post-surveys,pre- and post-surveys,H71,"Reflective journals, peer assessments, pre- and post-surveys	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C18,data_source,data_source:pre- and post-course surveys,pre- and post-course surveys,N68,pre- and post-course surveys,trim whitespace; case-insensitive key
C18,data_source,data_source:creative outputs,creative outputs,N69,creative outputs,trim whitespace; case-insensitive key
C18,data_source,data_source:reflective journals,reflective journals,N70,reflective journals,trim whitespace; case-insensitive key
C18,data_source,data_source:peer feedback,peer feedback,N71,peer feedback,trim whitespace; case-insensitive key
C18,stage,stage:preparation and framing,Preparation and Framing,F68,Preparation and Framing	,trim whitespace; case-insensitive key
C18,stage,stage:interdisciplinary collaboration and production,Interdisciplinary Collaboration and Production,F69,Interdisciplinary Collaboration and Production	,trim whitespace; case-insensitive key
C18,stage,stage:presentation and exhibition,Presentation and Exhibition,F70,Presentation and Exhibition	,trim whitespace; case-insensitive key
C18,stage,stage:reflection and assessment,Reflection and Assessment,F71,Reflection and Assessment	,trim whitespace; case-insensitive key
C18,institution,"institution:monash university, faculty of art and design (australia)","Monash University, Faculty of Art and Design (Australia)",D68,"Monash University, Faculty of Art and Design (Australia)",trim whitespace; case-insensitive key
C18,data_type,data_type:quantitative,Quantitative,M68,Quantitative ,trim whitespace; case-insensitive key
C18,data_type,data_type:qualitative,Qualitative,M69,Qualitative,trim whitespace; case-insensitive key
C18,type,type:project,Project,B68,Project,trim whitespace; case-insensitive key
C19,practices,practices:creative method scenario planning,Creative method scenario planning,I72,Creative method scenario planning; participant grouping templates	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C19,practices,practices:participant grouping templates,participant grouping templates,I72,Creative method scenario planning; participant grouping templates	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C19,practices,practices:badideas creative prompting sheets,BadIdeas creative prompting sheets,I73,BadIdeas creative prompting sheets; brainstorming facilitation tools	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C19,practices,practices:brainstorming facilitation tools,brainstorming facilitation tools,I73,BadIdeas creative prompting sheets; brainstorming facilitation tools	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C19,practices,practices:idea quality rating scales,Idea quality rating scales,I74,Idea quality rating scales; reflective survey tools	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C19,practices,practices:reflective survey tools,reflective survey tools,I74,Idea quality rating scales; reflective survey tools	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C19,practices,practices:composite impact evaluation model,Composite impact evaluation model,I75,Composite impact evaluation model	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C19,practices,practices:evaluation synthesis framework,Evaluation synthesis framework,I76,Evaluation synthesis framework	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C19,methods,methods:controlled experimental design,Controlled experimental design,H72,Controlled experimental design; participant randomization	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C19,methods,methods:participant randomization,participant randomization,H72,Controlled experimental design; participant randomization	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C19,methods,methods:badideas exercises,BadIdeas exercises,H73,BadIdeas exercises; group and individual ideation sessions	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C19,methods,methods:group and individual ideation sessions,group and individual ideation sessions,H73,BadIdeas exercises; group and individual ideation sessions	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C19,methods,methods:idea counting,Idea counting,H74,"Idea counting, novelty/appropriateness scoring; post-task surveys	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C19,methods,methods:novelty/appropriateness scoring,novelty/appropriateness scoring,H74,"Idea counting, novelty/appropriateness scoring; post-task surveys	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C19,methods,methods:post-task surveys,post-task surveys,H74,"Idea counting, novelty/appropriateness scoring; post-task surveys	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C19,methods,methods:value metric computation (combining scores),Value Metric computation (combining scores),H75,Value Metric computation (combining scores)	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C19,methods,methods:comparative analysis,Comparative analysis,H76,Comparative analysis; discussion of experimental findings	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C19,methods,methods:discussion of experimental findings,discussion of experimental findings,H76,Comparative analysis; discussion of experimental findings	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C19,data_source,data_source:number of ideas,number of ideas,N72,number of ideas,trim whitespace; case-insensitive key
C19,data_source,data_source:quality ratings,quality ratings,N73,quality ratings,trim whitespace; case-insensitive key
C19,data_source,data_source:survey results,survey results,N74,survey results,trim whitespace; case-insensitive key
C19,stage,stage:experimental design setup,Experimental Design Setup,F72,Experimental Design Setup	,trim whitespace; case-insensitive key
C19,stage,stage:creative task execution,Creative Task Execution,F73,Creative Task Execution	,trim whitespace; case-insensitive key
C19,stage,stage:data collection,Data Collection,F74,Data Collection	,trim whitespace; case-insensitive key
C19,stage,stage:analysis using value metric,Analysis using Value Metric,F75,Analysis using Value Metric	,trim whitespace; case-insensitive key
C19,stage,stage:reflection,Reflection,F76,Reflection,trim whitespace; case-insensitive key
C19,institution,"institution:university of central lancashire, united kingdom","University of Central Lancashire, United Kingdom",D72,"University of Central Lancashire, United Kingdom",trim whitespace; case-insensitive key
C19,data_type,data_type:quantitative,Quantitative,M72,Quantitative,trim whitespace; case-insensitive key
C19,type,type:method,Method,B72,Method,trim whitespace; case-insensitive key
C20,practices,practices:visual storytelling boards,Visual storytelling boards,I77,Visual storytelling boards	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C20,practices,practices:informal community exhibition,Informal community exhibition,I78,Informal community exhibition	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C20,practices,practices:creative synthesis templates,Creative synthesis templates,I79,"Creative synthesis templates, theme identification	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C20,practices,practices:theme identification,theme identification,I79,"Creative synthesis templates, theme identification	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C20,practices,practices:reflective feedback templates,Reflective feedback templates,I80,Reflective feedback templates	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C20,methods,methods:tri-fold poster boards,Tri-Fold poster boards,H77,"Tri-Fold poster boards, creative self-expression	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C20,methods,methods:creative self-expression,creative self-expression,H77,"Tri-Fold poster boards, creative self-expression	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C20,methods,methods:informal presentation sessions,Informal presentation sessions,H78,"Informal presentation sessions, community exhibitions	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C20,methods,methods:community exhibitions,community exhibitions,H78,"Informal presentation sessions, community exhibitions	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C20,methods,methods:thematic categorization of visual outputs,Thematic categorization of visual outputs,H79,Thematic categorization of visual outputs	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C20,methods,methods:informal educator debriefs,Informal educator debriefs,H80,"Informal educator debriefs, synthesis of evaluation observations	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C20,methods,methods:synthesis of evaluation observations,synthesis of evaluation observations,H80,"Informal educator debriefs, synthesis of evaluation observations	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C20,data_source,data_source:visual documentation (displays),visual documentation (displays),N77,visual documentation (displays),trim whitespace; case-insensitive key
C20,data_source,data_source:thematic categorization of participant learning outcomes,thematic categorization of participant learning outcomes,N78,thematic categorization of participant learning outcomes,trim whitespace; case-insensitive key
C20,stage,stage:creative display development,Creative Display Development,F77,Creative Display Development	,trim whitespace; case-insensitive key
C20,stage,stage:presentation to community,Presentation to Community,F78,Presentation to Community	,trim whitespace; case-insensitive key
C20,stage,stage:analysis of themes,Analysis of Themes,F79,Analysis of Themes	,trim whitespace; case-insensitive key
C20,stage,stage:reflection,Reflection,F80,Reflection,trim whitespace; case-insensitive key
C20,institution,institution:texas a&m agrilife extension (south texas buckskin brigade program),Texas A&M AgriLife Extension (South Texas Buckskin Brigade program),D77,Texas A&M AgriLife Extension (South Texas Buckskin Brigade program),trim whitespace; case-insensitive key
C20,data_type,data_type:qualitative,Qualitative,M77,Qualitative ,trim whitespace; case-insensitive key
C20,type,type:experiment,Experiment,B77,Experiment,trim whitespace; case-insensitive key
C21,practices,practices:structured aesthetic evaluation surveys,Structured aesthetic evaluation surveys,I81,Structured aesthetic evaluation surveys	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C21,practices,practices:voice diary recording templates,Voice diary recording templates,I82,Voice diary recording templates	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C21,practices,practices:group discussion frameworks,Group discussion frameworks,I83,Group discussion frameworks	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C21,practices,practices:comparative evaluation protocols,Comparative evaluation protocols,I84,Comparative evaluation protocols	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C21,practices,practices:focus group synthesis guides,Focus group synthesis guides,I85,Focus group synthesis guides	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C21,methods,methods:initial observation,Initial observation,H81,"Initial observation, questionnaires	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C21,methods,methods:questionnaires,questionnaires,H81,"Initial observation, questionnaires	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C21,methods,methods:personal audio diaries,Personal audio diaries,H82,Personal audio diaries	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C21,methods,methods:facilitated focus groups,Facilitated focus groups,H83,Facilitated focus groups	,split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C21,methods,methods:second observation session,Second observation session,H84,"Second observation session, questionnaires	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C21,methods,methods:questionnaires,questionnaires,H84,"Second observation session, questionnaires	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C21,methods,methods:final focus groups,Final focus groups,H85,"Final focus groups, verbal feedback collection	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C21,methods,methods:verbal feedback collection,verbal feedback collection,H85,"Final focus groups, verbal feedback collection	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
C21,data_source,data_source:audio reflections,audio reflections,N81,audio reflections,trim whitespace; case-insensitive key
C21,data_source,data_source:focus group data,focus group data,N82,focus group data,trim whitespace; case-insensitive key
C21,data_source,data_source:questionnaires,questionnaires,N83,questionnaires,trim whitespace; case-insensitive key
C21,stage,stage:initial aesthetic evaluation,Initial Aesthetic Evaluation,F81,Initial Aesthetic Evaluation	,trim whitespace; case-insensitive key
C21,stage,stage:daily reflection via audio diaries,Daily Reflection via Audio Diaries,F82,Daily Reflection via Audio Diaries	,trim whitespace; case-insensitive key
C21,stage,stage:focus group reflection,Focus Group Reflection,F83,Focus Group Reflection	,trim whitespace; case-insensitive key
C21,stage,stage:delayed re-exposure evaluation,Delayed Re-exposure Evaluation,F84,Delayed Re-exposure Evaluation	,trim whitespace; case-insensitive key
C21,stage,stage:final reflection and focus groups,Final Reflection and Focus Groups,F85,Final Reflection and Focus Groups	,trim whitespace; case-insensitive key
C21,institution,"institution:collaboration between ideo and university of california, san diego","Collaboration between IDEO and University of California, San Diego",D81,"Collaboration between IDEO and University of California, San Diego",trim whitespace; case-insensitive key
C21,data_type,data_type:qualitative,Qualitative,M81,Qualitative ,trim whitespace; case-insensitive key
C21,data_type,data_type:quantitative,Quantitative,M83,Quantitative ,trim whitespace; case-insensitive key
C21,type,type:prototype,Prototype,B81,Prototype ,trim whitespace; case-insensitive key
P01,practices,practices:stakeholder mapping,Stakeholder mapping,I2,"Stakeholder mapping, collaborative scoping",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P01,practices,practices:collaborative scoping,collaborative scoping,I2,"Stakeholder mapping, collaborative scoping",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P01,practices,practices:co-design of interventions,Co-design of interventions,I3,"Co-design of interventions, culturally adapted delivery",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P01,practices,practices:culturally adapted delivery,culturally adapted delivery,I3,"Co-design of interventions, culturally adapted delivery",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P01,practices,practices:feedback loops,Feedback loops,I4,"Feedback loops, community data sensemaking",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P01,practices,practices:community data sensemaking,community data sensemaking,I4,"Feedback loops, community data sensemaking",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P01,practices,practices:iterative program refinement,Iterative program refinement,I5,"Iterative program refinement, participatory metrics",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P01,practices,practices:participatory metrics,participatory metrics,I5,"Iterative program refinement, participatory metrics",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P01,methods,methods:community advisory boards,Community advisory boards,H2,"Community advisory boards, county assessments, CHA recruitment	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P01,methods,methods:county assessments,county assessments,H2,"Community advisory boards, county assessments, CHA recruitment	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P01,methods,methods:cha recruitment,CHA recruitment,H2,"Community advisory boards, county assessments, CHA recruitment	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P01,methods,methods:locally led campaigns,Locally led campaigns,H3,"Locally led campaigns, education events, faith-based outreach	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P01,methods,methods:education events,education events,H3,"Locally led campaigns, education events, faith-based outreach	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P01,methods,methods:faith-based outreach,faith-based outreach,H3,"Locally led campaigns, education events, faith-based outreach	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P01,methods,methods:local reporting systems,Local reporting systems,H4,"Local reporting systems, CHA feedback, partnership meetings	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P01,methods,methods:cha feedback,CHA feedback,H4,"Local reporting systems, CHA feedback, partnership meetings	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P01,methods,methods:partnership meetings,partnership meetings,H4,"Local reporting systems, CHA feedback, partnership meetings	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P01,methods,methods:pre/post data analysis,Pre/post data analysis,H5,"Pre/post data analysis, narrative outcomes, shared learning	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P01,methods,methods:narrative outcomes,narrative outcomes,H5,"Pre/post data analysis, narrative outcomes, shared learning	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P01,methods,methods:shared learning,shared learning,H5,"Pre/post data analysis, narrative outcomes, shared learning	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P01,data_source,data_source:health behavior tracking,health behavior tracking,N2,health behavior tracking,trim whitespace; case-insensitive key
P01,data_source,data_source:campaign tracking,campaign tracking,N3,campaign tracking,trim whitespace; case-insensitive key
P01,data_source,data_source:participant feedback,participant feedback,N4,participant feedback,trim whitespace; case-insensitive key
P01,stage,stage:planning,Planning,F2,Planning,trim whitespace; case-insensitive key
P01,stage,stage:implementation,Implementation,F3,Implementation,trim whitespace; case-insensitive key
P01,stage,stage:participatory evaluation,Participatory Evaluation,F4,Participatory Evaluation	,trim whitespace; case-insensitive key
P01,stage,stage:outcomes and feedback,Outcomes and Feedback,F5,Outcomes and Feedback	,trim whitespace; case-insensitive key
P01,institution,institution:university of alabama at birmingham,University of Alabama at Birmingham,D2,University of Alabama at Birmingham,trim whitespace; case-insensitive key
P01,data_type,data_type:qualitative and quantitative,Qualitative and Quantitative,M2,Qualitative and Quantitative,trim whitespace; case-insensitive key
P01,type,type:community-based participatory evaluation / health equity intervention,Community-Based Participatory Evaluation / Health Equity Intervention,B2,Community-Based Participatory Evaluation / Health Equity Intervention,trim whitespace; case-insensitive key
P02,practices,practices:trust building,Trust building,I6,"Trust building, shared ownership framing",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P02,practices,practices:shared ownership framing,shared ownership framing,I6,"Trust building, shared ownership framing",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P02,practices,practices:participatory planning,Participatory planning,I7,"Participatory planning, priority setting",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P02,practices,practices:priority setting,priority setting,I7,"Participatory planning, priority setting",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P02,practices,practices:capacity building,Capacity building,I8,"Capacity building, community research involvement",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P02,practices,practices:community research involvement,community research involvement,I8,"Capacity building, community research involvement",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P02,practices,practices:utilization-focused evaluation,Utilization-focused evaluation,I9,"Utilization-focused evaluation, participatory reporting",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P02,practices,practices:participatory reporting,participatory reporting,I9,"Utilization-focused evaluation, participatory reporting",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P02,methods,methods:initial workshops,Initial workshops,H6,"Initial workshops, participatory scoping, mutual agreement on roles	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P02,methods,methods:participatory scoping,participatory scoping,H6,"Initial workshops, participatory scoping, mutual agreement on roles	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P02,methods,methods:mutual agreement on roles,mutual agreement on roles,H6,"Initial workshops, participatory scoping, mutual agreement on roles	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
P02,methods,methods:co-design workshops,Co-design workshops,H7,"Co-design workshops, brainstorming sessions	",split commas/semicolons/newlines outside parentheses; trim whitespace; case-insensitive key
